"Type","emp_id_k","fname_s","fname_t","minit_s","minit_t","lname_s","lname_t","job_id_s","job_id_t","job_lvl_s","job_lvl_t","pub_id_s","pub_id_t","hire_date_s","hire_date_t"
"In1","FCU75123M","Sherman",""," ","","Bass","","2","","215","","9952","","04/07/2004 11:41:15",""
"In1","FCU94458M","Alfred",""," ","","Barrera","","5","","159","","1622","","15/09/2016 11:43:41",""
"In1","FCX36495F","Pamela",""," ","","Beck","","14","","89","","9999","","21/04/2012 00:04:35",""
"In1","FCX83874M","Jacob","","N","","Best","","14","","89","","9999","","26/06/2015 22:46:43",""
"In1","FCY45746M","Stephanie",""," ","","Nicholson","","5","","246","","0877","","09/04/2001 18:31:27",""
"In1","FDA27396M","Theresa",""," ","","Maxwell","","6","","152","","1756","","17/05/2019 07:46:39",""
"In1","FDA29989M","Benjamin","","M","","Harmon","","7","","195","","0877","","10/09/2018 07:28:44",""
"In1","FDK72568M","Lydia","","A","","Cervantes","","10","","80","","9952","","27/08/2005 22:36:44",""
"In1","FEL19927F","Rex",""," ","","Shaffer","","10","","87","","9901","","05/01/2007 03:05:47",""
"In1","FEU91975F","Maria",""," ","","Malone","","14","","35","","1756","","26/02/2003 12:04:51",""
"In1","FEX28221F","Jessica","","L","","O'Connell","","7","","120","","1622","","17/01/2015 12:19:12",""
"In1","FEX63441F","Otis",""," ","","Tucker","","10","","80","","1622","","03/12/2001 14:32:26",""
"In1","FFA11362M","Olivia","","R","","Ward","","7","","195","","1756","","13/12/2003 19:07:22",""
"In1","FFJ55266M","Alexandra",""," ","","Cooley","","9","","78","","0877","","23/09/2014 03:32:57",""
"In1","FFQ99013F","Isaac","","S","","Roman","","9","","170","","9901","","23/08/2017 13:00:30",""
"In1","FFR81210M","Christie","","C","","Dudley","","5","","159","","1389","","14/04/2002 09:16:50",""
"In1","FFV78856M","Travis","","D","","Finley","","9","","170","","1622","","01/11/2014 22:35:19",""
"In1","F-G91463M","Ray",""," ","","Yang","","8","","101","","0877","","06/10/2015 06:54:38",""
"In1","FGC70236M","Patrick",""," ","","Callahan","","8","","101","","0877","","23/02/2016 21:09:51",""
"In1","FGD60235M","Danielle","","A","","Mc Donald","","6","","220","","1389","","22/06/2004 21:50:53",""
"In1","FGM59964M","Candace",""," ","","Montoya","","8","","100","","9901","","16/06/2017 17:34:13",""
"In1","FGR25661F","Ralph",""," ","","Lloyd","","5","","211","","0877","","07/02/2015 01:02:07",""
"In1","FHF50448M","Dylan","","R","","Mccall","","12","","32","","9901","","03/05/2007 12:23:55",""
"In1","FHI52378M","Sylvia",""," ","","Pitts","","13","","64","","9999","","29/12/2006 06:49:52",""
"In1","FHL33946F","Adam","","P","","Green","","11","","112","","1389","","16/10/2019 07:40:54",""
"In1","FHN93206F","Marlene",""," ","","Ferguson","","5","","211","","1389","","30/08/2009 09:48:05",""
"In1","FHN97026M","Anna","","T","","Greene","","13","","35","","0736","","10/12/2019 12:16:27",""
"In1","FHP25286M","Melissa",""," ","","Fleming","","3","","200","","1756","","07/11/2018 16:38:58",""
"In1","FHP59655M","Mindy","","R","","Erickson","","9","","170","","1389","","07/07/2009 04:39:20",""
"In1","FHT62349F","Staci","","S","","Berry","","7","","135","","1389","","18/12/2015 06:29:40",""
"In1","FHT62363F","Ian","","B","","Blake","","10","","87","","9901","","21/05/2014 08:28:42",""
"In1","FHX78256F","Fernando",""," ","","Galvan","","5","","211","","9999","","25/08/2001 14:06:47",""
"In1","FHZ25386F","Lawrence",""," ","","Figueroa","","12","","100","","1756","","05/09/2012 06:49:17",""
"In1","FIH43113M","Yvette","","U","","Patton","","14","","89","","9999","","06/01/2005 19:36:27",""
"In1","FIJ56201M","Shad",""," ","","Cameron","","7","","120","","1756","","08/10/2013 05:55:11",""
"In1","FIL89300F","Evan",""," ","","Villa","","4","","227","","9952","","22/04/2000 19:10:34",""
"In1","FIP34582M","Xavier",""," ","","Higgins","","14","","100","","9952","","20/06/2003 22:18:34",""
"In1","FIT95520M","Lakesha",""," ","","Hurst","","9","","170","","1622","","12/05/2006 13:01:40",""
"In1","FIX94355F","Erica","","W","","Vaughan","","10","","87","","1756","","22/05/2005 14:13:13",""
"In1","F-J28860F","Katrina","","C","","Winters","","13","","100","","1756","","02/09/2009 12:58:46",""
"In1","F-J77268M","Harold",""," ","","Kent","","8","","101","","1756","","10/02/2007 12:51:15",""
"In1","FJJ62311M","Kyle",""," ","","Kline","","5","","198","","1756","","06/05/2005 21:00:17",""
"In1","FJL32576M","Joshua",""," ","","Maynard","","6","","220","","9901","","23/03/2005 13:05:26",""
"In1","FJR89918M","Bernard","","B","","Fitzgerald","","5","","175","","0877","","17/06/2006 13:57:06",""
"In1","FKF65995F","Brock",""," ","","Oliver","","10","","75","","1756","","26/10/2017 06:42:45",""
"In1","FKG16584F","Xavier","","P","","Villanueva","","7","","120","","0877","","10/10/2003 03:39:47",""
"In1","FKH61728F","Marshall",""," ","","Mercer","","11","","150","","0736","","27/11/2004 04:35:03",""
"In1","FKJ30589M","Jeff","","Q","","Raymond","","5","","246","","9999","","15/03/2009 17:12:51",""
"In1","FKN47329F","Kelvin",""," ","","Vazquez","","13","","64","","9952","","07/02/2013 14:35:29",""
"In1","FKO68607M","Roger","","W","","Howard","","8","","101","","9999","","15/11/2007 21:39:12",""
"In1","FKQ87332M","Julia",""," ","","Brock","","11","","150","","1756","","18/05/2010 13:37:25",""
"In1","FKU80554M","Charlie",""," ","","Underwood","","6","","140","","0736","","25/08/2005 00:13:40",""
"In1","FLA92507M","Bryant","","Y","","Stewart","","10","","80","","0736","","12/07/2016 05:47:47",""
"In1","FLD86327F","Donald","","A","","Doyle","","11","","150","","9999","","17/07/2009 23:56:44",""
"In1","FLG22965F","Carey","","Z","","Frost","","12","","35","","0736","","30/03/2009 12:23:28",""
"In1","FLI97828F","Quincy","","T","","Schaefer","","9","","170","","9999","","13/06/2013 23:29:11",""
"In1","FLJ35882F","Quincy",""," ","","Mc Lean","","14","","100","","1622","","17/02/2013 20:39:32",""
"In1","FLP43919M","Jeannette",""," ","","Boyle","","8","","101","","0877","","15/03/2014 16:33:18",""
"In1","FMD91848M","Terence","","R","","Hickman","","7","","195","","0877","","04/11/2019 00:43:00",""
"In1","FMK69430M","Henry","","T","","Knight","","9","","170","","1389","","05/04/2006 08:11:22",""
"In1","FML32184M","Miguel",""," ","","Owens","","5","","246","","1756","","20/09/2018 00:25:50",""
"In1","FML86315M","Rachelle",""," ","","Colon","","9","","78","","1389","","18/05/2008 15:43:26",""
"In1","FMO68536M","Sabrina",""," ","","Griffith","","8","","125","","0877","","11/12/2016 06:57:42",""
"In1","FMT85391M","Ruben","","H","","Wilkins","","12","","35","","1756","","07/10/2013 05:12:43",""
"In1","F-N34315F","Carl","","T","","Zamora","","11","","75","","0877","","16/06/2000 20:15:58",""
"In1","F-N45121M","Cesar",""," ","","Strickland","","9","","170","","9999","","17/12/2012 03:19:15",""
"In1","F-N71031M","Trevor","","B","","Gilmore","","9","","170","","0736","","15/05/2005 07:34:11",""
"In1","FNF27717M","Johanna","","H","","Tapia","","8","","100","","0736","","29/08/2005 22:20:01",""
"In1","FNG70392F","Gabrielle","","R","","Atkinson","","5","","198","","1756","","25/02/2005 23:22:32",""
"In1","FNO72420F","Kristine",""," ","","Hardin","","9","","170","","0877","","12/03/2013 02:18:46",""
"In1","FNR84362F","Walter",""," ","","Macias","","10","","80","","9999","","10/11/2019 10:29:38",""
"In1","FNV77568M","Jaime","","O","","Andrews","","5","","246","","9952","","13/07/2016 01:02:49",""
"In1","FOB99281F","Wade","","P","","Knight","","6","","152","","0877","","20/03/2015 21:58:42",""
"In1","FOE58935F","Joyce",""," ","","Gray","","14","","89","","1389","","13/07/2003 02:10:24",""
"In1","FOG87529F","Kris","","G","","Middleton","","14","","35","","0877","","23/07/2009 13:46:40",""
"In1","FOL12454M","Carlton",""," ","","Rose","","14","","35","","0877","","30/05/2008 09:44:19",""
"In1","FOQ84243F","Charlene",""," ","","Montes","","9","","170","","9952","","19/06/2011 11:23:21",""
"In1","FOV43212M","Christine",""," ","","Mc Donald","","8","","100","","0736","","14/10/2004 05:43:52",""
"In1","FPC10227M","Priscilla",""," ","","Saunders","","10","","165","","0736","","18/12/2016 22:32:15",""
"In1","FPC75740F","Iris","","<NULL>","","Bradford","","14","","89","","9952","","29/08/2019 12:46:34",""
"In1","FPD30652M","Rogelio","","I","","Pope","","11","","150","","0877","","19/03/2011 02:05:01",""
"In1","FPM44865F","Elisa",""," ","","Fletcher","","12","","32","","9901","","27/08/2010 07:42:22",""
"In1","FQG60032F","Ross","","S","","Clarke","","9","","170","","1622","","25/02/2016 17:48:07",""
"In1","FQH87974F","Tricia",""," ","","Anderson","","3","","200","","9901","","24/07/2008 00:50:08",""
"In1","FQM45158F","Anthony",""," ","","York","","11","","112","","0877","","14/04/2007 20:12:44",""
"In1","FQS91297M","Jared",""," ","","Peck","","6","","152","","1622","","17/11/2016 23:07:56",""
"In1","FQU79048M","Ericka",""," ","","Perry","","2","","215","","0736","","16/09/2016 14:48:25",""
"In1","FQY81635F","Carolyn",""," ","","Lin","","9","","170","","9999","","26/06/2008 08:16:59",""
"In1","FRA91216F","Daphne","","S","","Gomez","","11","","150","","1389","","07/08/2012 13:51:04",""
"In1","FRG87667F","Andre",""," ","","Stout","","11","","150","","0877","","25/02/2009 07:46:45",""
"In1","FRL46799F","Tia","","E","","Cardenas","","5","","159","","1622","","07/11/2011 13:34:23",""
"In1","FRO91815F","Damion",""," ","","Acevedo","","11","","150","","0877","","06/10/2016 17:04:58",""
"In1","FRO94972F","Crystal","","O","","Murillo","","2","","215","","1622","","09/04/2018 22:39:53",""
"In1","FRP73318F","Leo",""," ","","Ferguson","","9","","170","","9901","","05/12/2016 03:30:05",""
"In1","FRZ43431F","Sonja",""," ","","Coleman","","11","","150","","1756","","26/07/2005 07:23:53",""
"In1","FSD18263F","Jocelyn",""," ","","Stewart","","7","","120","","9901","","13/10/2014 20:28:12",""
"In1","FSG40317M","Mark","","H","","Harris","","11","","150","","9901","","17/02/2015 07:40:44",""
"In1","FSR34405F","Amanda",""," ","","Castillo","","5","","246","","1756","","29/08/2006 12:44:19",""
"In1","FSR87624F","Quentin","","A","","Levy","","11","","150","","1622","","29/04/2011 09:25:37",""
"In1","FSW68571F","Guy","","H","","Gibbs","","5","","159","","0877","","21/01/2001 22:52:28",""
"In1","FTC83835F","Carolyn",""," ","","De Leon","","2","","215","","1389","","13/08/2018 02:02:23",""
"In1","FTF11334F","Lori","","B","","Horne","","14","","100","","9999","","21/03/2010 14:27:51",""
"In1","FTF57775M","Melinda","","B","","West","","8","","175","","1622","","08/07/2018 06:21:39",""
"In1","FTM24524F","Xavier",""," ","","Duffy","","8","","175","","9999","","17/01/2011 01:05:17",""
"In1","FTM27070F","Austin","","Y","","Marshall","","7","","120","","9901","","20/02/2016 21:52:39",""
"In1","FTQ89156F","Darrick","","U","","Reeves","","9","","78","","1389","","25/01/2012 06:19:33",""
"In1","FTY64157F","Howard","","Q","","Woodward","","7","","120","","1389","","10/06/2009 18:01:04",""
"In1","FUC59188F","Ramona","","G","","Leblanc","","11","","75","","1622","","13/10/2007 03:10:57",""
"In1","FUE82614M","Micah","","<NULL>","","Mckenzie","","5","","198","","1622","","15/10/2019 21:28:05",""
"In1","FUJ39875M","Tiffany",""," ","","Huff","","8","","125","","1756","","09/10/2014 15:19:23",""
"In1","FUJ58016M","Warren",""," ","","Christian","","8","","101","","9952","","14/01/2016 04:58:32",""
"In1","FUL77295F","Lorena",""," ","","Kramer","","7","","120","","0877","","16/06/2002 19:38:27",""
"In1","FUN53744M","Marsha","","E","","Woodard","","11","","75","","1756","","25/12/2006 19:00:20",""
"In1","FUQ39105M","Rose",""," ","","Monroe","","6","","220","","9901","","22/10/2000 08:43:08",""
"In1","FUQ83979F","Matt","","B","","Lewis","","8","","125","","0877","","21/09/2008 19:16:27",""
"In1","FUV86263M","Marisa","","A","","Neal","","12","","32","","9952","","25/04/2017 06:29:16",""
"In1","FVC64449F","Jody","","N","","Rangel","","9","","170","","0736","","04/10/2011 23:04:27",""
"In1","FVG39526M","Ernest",""," ","","Harvey","","11","","150","","9999","","09/03/2006 06:59:21",""
"In1","FVI79305M","Maria",""," ","","Huerta","","7","","135","","0877","","02/03/2015 10:25:43",""
"In1","FVM60197F","Rickey",""," ","","Mc Dowell","","7","","135","","1756","","25/12/2012 18:38:00",""
"In1","FVQ67804M","Fred","","H","","Preston","","9","","170","","9952","","02/02/2017 12:58:30",""
"In1","FVR88415M","Latisha",""," ","","Hanna","","10","","75","","1622","","09/07/2016 01:20:28",""
"In1","FWH87140F","Anita",""," ","","Preston","","11","","112","","9999","","22/07/2012 22:09:46",""
"In1","FWN17249M","Toby","","T","","Guzman","","14","","100","","1756","","30/05/2018 13:55:02",""
"In1","FXB15198M","Vincent",""," ","","Shaffer","","5","","246","","1389","","07/10/2008 04:46:21",""
"In1","FXB30354M","Nicholas","","Q","","Mayo","","11","","150","","1622","","16/08/2013 20:24:28",""
"In1","FXJ65134F","Stephan",""," ","","Gentry","","8","","125","","0877","","03/07/2013 11:15:23",""
"In1","FXL88946M","Sara","","W","","Benson","","5","","198","","1389","","23/04/2003 21:10:18",""
"In1","FXL89626M","Sheila",""," ","","Horne","","13","","35","","0877","","18/02/2004 11:15:46",""
"In1","FXW24027M","Clinton","","T","","Day","","2","","215","","9952","","26/01/2019 23:58:04",""
"In1","FXX16020F","Jim","","A","","Cummings","","8","","100","","9952","","26/07/2005 18:32:41",""
"In1","FXX39155F","Erika","","C","","Choi","","2","","215","","9999","","22/06/2012 01:43:09",""
"In1","FYA72764M","Taryn","","C","","Bowman","","9","","170","","0877","","24/11/2016 19:25:21",""
"In1","FYE66030M","Eileen","","H","","Maynard","","7","","120","","1756","","17/01/2019 06:04:47",""
"In1","FYK56148F","Dana","","O","","Rubio","","8","","175","","0877","","23/06/2003 00:50:50",""
"In1","FYK80161M","Christi","","W","","Faulkner","","5","","150","","0877","","27/08/2004 02:30:43",""
"In1","FYP84928F","Angelina","","<NULL>","","Baldwin","","6","","220","","9901","","12/11/2006 23:18:27",""
"In1","F-Z18224F","Alana","","H","","Franco","","6","","152","","1756","","29/11/2017 15:00:02",""
"In1","FZB36858F","Ronnie","","A","","Noble","","5","","175","","1622","","10/07/2002 20:34:34",""
"In1","FZF56669M","Mario","","R","","Navarro","","3","","200","","9999","","12/06/2010 15:23:17",""
"In1","FZM22000M","Calvin",""," ","","Cohen","","14","","35","","1389","","14/08/2006 19:00:30",""
"In1","FZP66253M","Katrina","","A","","Hartman","","9","","170","","0877","","13/02/2015 08:37:31",""
"In1","G-A70682M","Eileen","","S","","Rojas","","5","","211","","0877","","11/09/2009 04:05:45",""
"In1","G-A91072M","Lora","","P","","Moreno","","5","","246","","1389","","26/09/2019 19:59:39",""
"In1","GAG20103M","Marcella",""," ","","Maldonado","","5","","172","","0736","","16/11/2011 17:02:02",""
"In1","GAU30003F","Lena",""," ","","Cabrera","","8","","101","","1622","","18/05/2008 12:19:45",""
"In1","GBB89148F","Tim",""," ","","Simmons","","7","","120","","0736","","04/12/2015 07:30:17",""
"In1","GBJ97639F","Randy","","C","","Sparks","","10","","75","","0877","","08/05/2011 05:00:49",""
"In1","GBL41141M","Amie","","D","","Medina","","8","","175","","1389","","01/11/2019 23:21:06",""
"In1","GBO57499F","Maggie",""," ","","Mcclain","","7","","120","","9952","","16/08/2001 00:26:59",""
"In1","GBR86712M","Barry",""," ","","Powell","","6","","152","","9952","","13/07/2018 11:02:51",""
"In1","GBS29615M","Colleen","","N","","Lynch","","5","","175","","1389","","21/05/2010 20:52:32",""
"In1","GBS69273M","Lamar","","G","","Booth","","14","","35","","0877","","08/07/2008 22:13:04",""
"In1","GBX86440F","Esteban",""," ","","Merritt","","11","","150","","0877","","18/06/2012 14:34:27",""
"In1","GBY50490M","Francis","","D","","Boone","","7","","120","","1389","","15/05/2012 18:17:52",""
"In1","GCB22447M","Betty","","D","","Hines","","14","","89","","1389","","01/05/2018 16:09:34",""
"In1","GCC67724M","Chasity",""," ","","Morrison","","10","","75","","1622","","23/05/2017 01:58:14",""
"In1","GCS28048M","Nelson",""," ","","Valentine","","13","","35","","1622","","24/09/2017 07:08:46",""
"In1","G-E18076M","Zachary","","D","","Baker","","5","","175","","9952","","20/10/2006 11:24:38",""
"In1","GEA68074M","Forrest",""," ","","Morales","","10","","80","","0736","","23/02/2004 16:18:21",""
"In1","GEF52631F","Susan","","V","","Reese","","12","","32","","9952","","25/04/2011 03:17:21",""
"In1","GEF54554F","Jessica",""," ","","Wells","","12","","35","","1389","","02/11/2009 14:04:41",""
"In1","GEF98883F","Janelle","","D","","Steele","","10","","75","","1622","","08/12/2002 00:35:10",""
"In1","GEG12115F","Ricky","","N","","Brandt","","11","","150","","0877","","17/07/2015 21:52:41",""
"In1","GEL22801F","Eva",""," ","","Banks","","12","","32","","9999","","14/08/2006 08:28:17",""
"In1","GEN82490M","Jo","","C","","Walter","","4","","227","","0877","","18/10/2012 05:33:03",""
"In1","GEU54305M","Lynette","","R","","Larsen","","8","","100","","1756","","13/09/2012 00:26:19",""
"In1","GEY39610M","Matt",""," ","","Combs","","7","","120","","9952","","19/05/2001 15:56:08",""
"In1","G-F16407M","Charity",""," ","","Bender","","11","","150","","1622","","20/05/2005 07:42:41",""
"In1","GFC88390F","Derek",""," ","","Sullivan","","8","","100","","0877","","09/12/2007 04:21:08",""
"In1","GFD49698F","Felicia","","P","","Knapp","","10","","87","","9952","","16/07/2017 05:38:18",""
"In1","GFE26458F","Esther","","D","","Griffin","","7","","120","","9952","","23/09/2012 23:29:15",""
"In1","GFF17420F","Antonio",""," ","","Levy","","14","","100","","9999","","25/05/2005 02:15:29",""
"In1","GFL77941M","Daphne",""," ","","Velasquez","","5","","198","","9952","","12/01/2000 05:42:06",""
"In1","GFM90999F","Wanda","","N","","Barnett","","10","","165","","1389","","18/08/2000 13:56:46",""
"In1","GFN51842F","Frankie","","G","","Cunningham","","5","","172","","9901","","19/02/2006 01:12:42",""
"In1","GFO35980M","Lorie",""," ","","Braun","","14","","100","","1389","","05/10/2014 12:22:54",""
"In1","GFT52320F","Matthew",""," ","","Franco","","3","","200","","9952","","22/01/2005 14:00:58",""
"In1","GFU65068F","Donovan",""," ","","Baldwin","","3","","200","","1389","","01/02/2003 23:38:55",""
"In1","GFV27852M","Shane",""," ","","Davies","","6","","140","","9952","","12/03/2010 19:57:54",""
"In1","GFW38097F","Kimberly",""," ","","Patterson","","8","","125","","0736","","11/09/2008 13:26:35",""
"In1","GFW41199M","Jeanne",""," ","","Bird","","10","","87","","1389","","06/01/2007 09:05:04",""
"In1","GFZ42043F","Carla","","D","","Odom","","5","","159","","1756","","22/01/2010 04:56:14",""
"In1","GGK35210M","Melanie","","P","","Chan","","13","","100","","1756","","20/04/2000 18:05:24",""
"In1","GGR15925F","Amber","","D","","Simpson","","12","","32","","0877","","11/12/2013 16:29:57",""
"In1","GHC87291M","Tera","","D","","Stuart","","14","","35","","1622","","21/05/2017 06:14:26",""
"In1","GHC99318F","Joseph","","A","","Calhoun","","12","","100","","1622","","21/02/2010 21:42:02",""
"In1","GHI20390F","Chad","","T","","Maldonado","","7","","135","","0877","","02/10/2010 13:08:13",""
"In1","GHL11405M","Damon",""," ","","Shea","","5","","159","","0736","","15/12/2018 05:13:45",""
"In1","GHN19588M","Kristian","","Q","","Church","","13","","64","","1389","","18/09/2002 00:14:10",""
"In1","GHQ42390F","Carol","","I","","Dudley","","5","","172","","9901","","07/09/2007 03:45:33",""
"In1","GHT63733F","Garrett",""," ","","Gross","","9","","78","","9901","","08/11/2018 16:41:56",""
"In1","GHW28269M","Scott",""," ","","Roy","","10","","80","","9999","","31/08/2013 04:22:31",""
"In1","GIB69066F","Janelle","","N","","Logan","","14","","100","","1756","","02/12/2010 11:31:55",""
"In1","GIH75789F","Demond",""," ","","Mc Knight","","5","","159","","9952","","12/06/2011 06:59:53",""
"In1","GII66797M","Micheal","","S","","Richard","","14","","35","","1622","","06/11/2004 06:39:48",""
"In1","GIJ40788M","Edward",""," ","","Austin","","14","","100","","1389","","20/05/2016 20:50:53",""
"In1","GIJ62641M","Charlotte",""," ","","Hebert","","11","","75","","1389","","05/05/2007 06:43:41",""
"In1","GIL15525F","Clyde",""," ","","Chapman","","7","","195","","9901","","22/06/2003 04:13:51",""
"In1","GIM54203M","Jonathon",""," ","","Savage","","3","","200","","0736","","10/11/2008 14:27:34",""
"In1","GIP24895M","Hector",""," ","","Massey","","9","","75","","9901","","05/11/2014 00:43:25",""
"In1","GIP68670M","Lee","","A","","Nash","","9","","78","","9999","","10/06/2017 01:39:27",""
"In1","GIS62615F","Frank",""," ","","Flynn","","12","","100","","9952","","01/04/2010 00:02:19",""
"In1","GIU48096F","Rafael","","H","","Bernard","","7","","195","","9901","","21/05/2017 07:04:31",""
"In1","GJD46507M","Jimmy",""," ","","Jimenez","","9","","75","","1756","","22/01/2002 02:34:28",""
"In1","GJI32392F","Roxanne","","C","","Douglas","","7","","120","","9952","","14/11/2016 21:06:11",""
"In1","GJN96927F","Marjorie","","B","","Tucker","","7","","120","","1622","","30/09/2017 03:38:59",""
"In1","GJP69090F","Erika","","E","","Zamora","","13","","35","","9999","","25/04/2001 20:53:05",""
"In1","GJZ19441M","Brooke","","T","","Meyers","","6","","140","","9999","","20/02/2013 06:38:08",""
"In1","GKE17011M","Paige","","T","","Knapp","","5","","172","","0736","","07/05/2019 00:31:12",""
"In1","GKF77023F","Ericka","","Q","","Golden","","7","","120","","9901","","18/10/2009 14:07:49",""
"In1","GKT44127M","Gustavo",""," ","","Briggs","","4","","227","","0877","","12/08/2014 19:18:05",""
"In1","GKX50780M","Manuel","","P","","Montes","","5","","175","","0736","","17/08/2000 08:36:57",""
"In1","G-L61396F","Erich","","C","","Brandt","","11","","112","","0877","","23/05/2017 20:16:57",""
"In1","GLF79344F","Jean",""," ","","Orr","","8","","175","","9999","","16/02/2013 00:17:53",""
"In1","GLH54117F","Krista",""," ","","Dominguez","","10","","165","","0736","","08/10/2014 14:21:40",""
"In1","GLQ12773F","Dewayne","","R","","Morris","","10","","87","","1622","","15/09/2016 02:08:07",""
"In1","GLU28047F","Gabriel",""," ","","Williams","","5","","198","","0877","","19/08/2016 20:11:34",""
"In1","GLW92625M","Arturo","","E","","Nichols","","11","","75","","9999","","22/05/2000 02:57:45",""
"In1","GMA51965M","Randall",""," ","","Salazar","","14","","100","","1389","","10/08/2012 14:34:40",""
"In1","GMF71339F","Antoine","","O","","Galvan","","14","","89","","9999","","16/12/2015 02:53:13",""
"In1","GMK96990F","Seth","","A","","Davila","","10","","80","","9901","","22/03/2006 19:46:50",""
"In1","GMS15773F","Chrystal","","R","","Gentry","","6","","220","","1389","","24/09/2017 17:56:31",""
"In1","GMS86030F","Leticia",""," ","","Kent","","7","","120","","9999","","09/08/2001 22:02:11",""
"In1","GMW56045M","Brandy",""," ","","Gordon","","3","","200","","9999","","18/10/2015 13:55:15",""
"In1","GMY90482F","Bryant",""," ","","Haney","","9","","75","","0877","","08/11/2011 04:03:18",""
"In1","GNB77774F","Nina",""," ","","Herrera","","10","","87","","0736","","21/04/2013 06:37:39",""
"In1","GNC34478F","Claudia",""," ","","Tucker","","3","","200","","9999","","19/07/2014 22:04:45",""
"In1","GNE56826M","Mason",""," ","","Hahn","","5","","172","","9999","","11/04/2009 19:06:29",""
"In1","GNH11526F","Noel","","N","","Holt","","6","","152","","9999","","19/04/2016 09:27:03",""
"In1","GNJ88637F","Wayne",""," ","","Powell","","7","","195","","1756","","08/04/2003 10:07:00",""
"In1","G-O36251M","Lynn","","D","","Robles","","2","","215","","0736","","13/01/2001 21:02:21",""
"In1","GOB92546M","Johnny",""," ","","Cantu","","13","","64","","9999","","25/05/2008 08:13:46",""
"In1","GOC37716F","Maurice","","W","","Mckenzie","","5","","198","","0877","","13/08/2001 09:27:24",""
"In1","GOD38614M","Tamiko",""," ","","Moss","","10","","80","","1389","","16/12/2017 06:47:40",""
"In1","GOF12333M","Kelvin","","V","","Cochran","","12","","100","","1756","","18/03/2004 05:46:47",""
"In1","GOG44817F","Shawna","","B","","Cruz","","6","","152","","9901","","30/09/2016 11:54:52",""
"In1","GOL89145F","Robin","","G","","Wang","","10","","75","","0736","","28/04/2002 23:39:01",""
"In1","GOM14934F","Teri","","A","","Kemp","","7","","135","","9901","","02/08/2012 10:31:57",""
"In1","GOQ49057M","Troy","","E","","Bender","","5","","159","","9999","","11/01/2013 07:33:57",""
"In1","G-P89044M","Ben",""," ","","Gordon","","12","","35","","9999","","11/02/2000 02:01:57",""
"In1","GPB89302M","Lee",""," ","","Shaffer","","14","","35","","0877","","04/08/2011 16:47:16",""
"In1","GPE91942F","Christy","","P","","Carey","","7","","195","","1756","","27/06/2014 01:37:31",""
"In1","GPF27175M","Robert","","C","","Mendez","","14","","35","","0877","","01/05/2011 01:58:37",""
"In1","GPM98718M","Alfred",""," ","","Spence","","7","","135","","0877","","22/07/2009 17:39:36",""
"In1","GPN12046F","Tom",""," ","","Ho","","13","","35","","1622","","08/08/2019 02:12:34",""
"In1","GPS39228F","Desiree",""," ","","Roman","","5","","198","","9999","","28/03/2011 20:29:54",""
"In1","GPV27288M","Harold",""," ","","Love","","10","","87","","9901","","17/01/2005 01:40:00",""
"In1","G-Q27160F","Monte","","I","","Stephenson","","10","","87","","0877","","09/03/2010 01:41:51",""
"In1","GQB71343M","Antonio","","D","","Potter","","8","","175","","1756","","28/09/2016 12:02:43",""
"In1","GQD18214M","Bobbie","","C","","Perry","","7","","135","","1756","","02/07/2014 11:29:21",""
"In1","GQG33784M","Clint","","D","","Delacruz","","12","","100","","0736","","30/09/2003 22:54:26",""
"In1","GQG92656M","Todd",""," ","","Chang","","8","","125","","1756","","09/01/2018 17:41:22",""
"In1","GQH54519F","Timmy",""," ","","Powell","","13","","64","","9952","","11/04/2009 14:02:49",""
"In1","GQM60410M","Kendall",""," ","","Li","","6","","192","","1622","","03/10/2004 17:43:39",""
"In1","GQW79831M","Stefanie","","P","","Long","","14","","89","","1622","","02/04/2015 20:30:14",""
"In1","GQY34418M","Shari","","U","","Raymond","","9","","75","","1756","","28/05/2007 02:33:05",""
"In1","GRA80092M","Marvin",""," ","","Jones","","14","","100","","9901","","09/08/2004 01:42:01",""
"In1","GRP20119M","Evelyn","","S","","Vega","","14","","100","","9901","","20/07/2019 09:27:19",""
"In1","GRY13868F","Kristi",""," ","","Anderson","","6","","140","","1622","","14/03/2011 20:10:24",""
"In1","GRZ71990F","Joey",""," ","","Moyer","","5","","198","","9952","","19/06/2001 20:48:32",""
"In1","G-S85201M","Earnest",""," ","","Gardner","","8","","125","","1389","","22/04/2003 01:36:35",""
"In1","G-S96139M","Kareem","","N","","Harvey","","11","","150","","1389","","16/08/2002 13:28:57",""
"In1","GSA49523F","Ebony","","R","","Best","","10","","165","","9901","","09/05/2007 08:47:42",""
"In1","GSB32698F","Kurt",""," ","","Ramos","","14","","89","","9952","","03/11/2014 05:10:48",""
"In1","GSF73488M","Sheryl",""," ","","Mathews","","13","","64","","0877","","15/03/2013 15:15:30",""
"In1","GSG43582F","Nichole",""," ","","Holloway","","7","","120","","1756","","09/03/2006 16:08:49",""
"In1","GSH43882M","Mike","","R","","Harvey","","10","","165","","1622","","17/02/2001 16:08:24",""
"In1","GSM90012M","Sabrina","","C","","Larson","","13","","64","","1389","","18/03/2008 19:52:52",""
"In1","GSP46349M","Gregory","","R","","Kline","","6","","152","","9901","","26/11/2011 13:34:12",""
"In1","GSR75532F","Bernard",""," ","","Bailey","","8","","101","","1756","","20/12/2006 05:21:11",""
